Date,Dispensed Pharmacy,Dispensed Region,Distribution Method,Order Priority,Ship Date,Distribution Costs,Number of Records,Order ID
11/27/2008,Ruben Ausman,East,DTP,Not Specified,8/25/2017,22.49,1,"48,195"
11/27/2008,Logan Haushalter,Central,DTP,High,8/26/2017,7.37,1,"26,630"
11/27/2008,Nona Balk,South,DTP,Low,8/27/2017,7.69,1,"31,718"
11/27/2008,Roland Black,East,DTP,Low,8/28/2017,5,1,"45,249"
11/27/2008,Nona Balk,South,DTP,Low,8/29/2017,8.99,1,"31,718"
11/29/2008,Sam Zeldin,South,DTP,Medium,8/30/2017,2.99,1,"1,953"
11/29/2008,Barry Franz,West,DTP,Medium,8/31/2017,19.99,1,"10,209"
11/29/2008,Sean Braxton,Central,DTP,Not Specified,9/1/2017,2.99,1,"35,265"
11/29/2008,Sarah Brown,South,DTP,Not Specified,9/2/2017,5.3,1,"14,789"
11/29/2008,Sean Braxton,Central,Wholesaler,Not Specified,9/3/2017,19.19,1,"35,265"
11/29/2008,Sarah Brown,South,Custom Order,Not Specified,9/4/2017,4.5,1,"14,789"
11/29/2008,Keith Dawkins,Central,DTP,High,9/5/2017,0.91,1,"44,359"
11/29/2008,Sean Braxton,Central,DTP,Not Specified,9/6/2017,5.76,1,"35,265"
11/29/2008,Barry Franz,West,DTP,Medium,9/7/2017,6.19,1,"10,209"
11/29/2008,Cindy Stewart,West,DTP,Medium,9/8/2017,13.99,1,"56,769"
11/29/2008,Sean O'Donnell,South,DTP,Low,9/9/2017,19.99,1,"31,072"
11/30/2008,Suzanne McNair,South,Custom Order,Not Specified,9/10/2017,5.2,1,"9,957"
11/30/2008,Fred McMath,East,DTP,Critical,9/11/2017,12.9,1,"24,102"
11/30/2008,Eudokia Martin,East,DTP,High,9/12/2017,8.83,1,"37,216"
11/30/2008,Rob Haberlin,Central,DTP,Medium,9/13/2017,5.4,1,"27,527"
12/1/2008,Saphhira Shifley,West,DTP,Medium,9/14/2017,1.99,1,"51,426"
12/1/2008,Ken Brennan,West,Wholesaler,Critical,9/15/2017,99,1,"1,831"
12/1/2008,Katrina Willman,Central,Custom Order,High,9/16/2017,2.99,1,"25,092"
12/1/2008,Katrina Willman,Central,DTP,High,9/17/2017,1.75,1,"25,092"
12/1/2008,Sibella Parks,East,DTP,Critical,9/18/2017,5.08,1,"13,799"
12/1/2008,Patrick Jones,South,DTP,Low,9/19/2017,5,1,"41,632"
12/2/2008,Joy Smith,Central,Custom Order,Low,9/20/2017,11.79,1,"25,315"
12/2/2008,Joy Smith,Central,DTP,Low,9/21/2017,0.93,1,"25,315"
12/2/2008,Michael Dominguez,West,DTP,Not Specified,9/22/2017,6.5,1,"35,042"
12/2/2008,Denny Ordway,West,Wholesaler,Medium,9/23/2017,36.61,1,"38,406"
12/2/2008,Max Jones,West,Wholesaler,Medium,9/24/2017,62.74,1,"26,305"
12/2/2008,Max Jones,West,DTP,Medium,9/25/2017,15.1,1,"26,305"
12/2/2008,Joy Smith,Central,Wholesaler,Low,9/26/2017,45.51,1,"25,315"
12/3/2008,Helen Wasserman,South,DTP,Not Specified,9/27/2017,5.15,1,"19,139"
12/3/2008,Katherine Nockton,South,DTP,Not Specified,9/28/2017,1.99,1,"55,172"
12/3/2008,Harold Engle,Central,DTP,Not Specified,9/29/2017,4.65,1,"41,570"
12/3/2008,Troy Blackwell,Central,DTP,Not Specified,9/30/2017,5.2,1,"25,350"
12/3/2008,Noel Staavos,West,DTP,Not Specified,10/1/2017,8.99,1,"44,390"
12/4/2008,Jim Sink,South,DTP,Not Specified,10/2/2017,7.91,1,"40,800"
12/4/2008,Jenna Caffey,West,DTP,Critical,10/3/2017,24.49,1,"27,746"
12/4/2008,Lena Cacioppo,Central,DTP,High,10/4/2017,5.16,1,"3,586"
12/4/2008,Jenna Caffey,West,DTP,Critical,10/5/2017,0.88,1,"27,746"
12/4/2008,Jenna Caffey,West,DTP,Critical,10/6/2017,7.87,1,"27,746"
12/4/2008,Lena Cacioppo,Central,DTP,High,10/7/2017,5,1,"3,586"
12/4/2008,Aaron Smayling,Central,DTP,Medium,10/8/2017,0.7,1,"1,825"
12/4/2008,Jim Sink,South,DTP,Not Specified,10/9/2017,1.39,1,"40,800"
12/4/2008,Doug O'Connell,West,DTP,High,10/10/2017,2.99,1,"58,656"
12/4/2008,Doug O'Connell,West,DTP,High,10/11/2017,5.33,1,"58,656"
12/5/2008,Rick Duston,Central,DTP,Low,10/12/2017,14.37,1,"46,177"
12/5/2008,Rick Duston,Central,DTP,Low,10/13/2017,19.99,1,"46,177"
12/5/2008,John Lee,Central,DTP,Not Specified,10/14/2017,4.98,1,"20,036"
12/5/2008,Jonathan Doherty,Central,DTP,Not Specified,10/15/2017,2.83,1,"3,783"
12/5/2008,Tim Brockman,South,DTP,Not Specified,10/16/2017,0.5,1,"36,997"
12/5/2008,Stephanie Ulpright,West,DTP,High,10/17/2017,4.42,1,"54,950"
12/5/2008,Stephanie Ulpright,West,Wholesaler,High,10/18/2017,110.2,1,"54,950"
12/5/2008,John Lee,Central,DTP,Not Specified,10/19/2017,10.79,1,"20,036"
12/5/2008,Jonathan Doherty,Central,DTP,Not Specified,10/20/2017,8.73,1,"3,783"
12/5/2008,Clay Rozendal,East,DTP,Not Specified,10/21/2017,0.99,1,"18,887"
12/5/2008,Roger Demir,West,DTP,Medium,10/22/2017,8.68,1,"7,746"
12/5/2008,Max Jones,West,DTP,Not Specified,10/23/2017,0.7,1,"44,738"
12/5/2008,Rick Duston,Central,Wholesaler,Low,10/24/2017,69.64,1,"46,177"
12/5/2008,John Lee,Central,Wholesaler,Not Specified,10/25/2017,66.27,1,"20,036"
12/6/2008,Maya Herman,South,DTP,Critical,10/26/2017,15.1,1,"45,733"
12/6/2008,Brendan Murry,South,Custom Order,High,10/27/2017,5.92,1,"54,564"
12/6/2008,Frank Gastineau,West,DTP,Low,10/28/2017,5.01,1,"41,123"
12/7/2008,Bill Donatelli,East,DTP,Medium,10/29/2017,19.99,1,"12,452"
12/7/2008,Herbert Flentye,West,Wholesaler,Medium,10/30/2017,42,1,"3,591"
12/7/2008,Victoria Brennan,East,Custom Order,High,10/31/2017,1.2,1,"35,490"
12/7/2008,Clay Rozendal,East,DTP,Critical,11/1/2017,7.8,1,"23,264"
12/7/2008,Victoria Brennan,East,DTP,High,11/2/2017,1.1,1,"35,490"
12/7/2008,Bill Donatelli,East,DTP,Medium,11/3/2017,4.07,1,"12,452"
12/7/2008,Bill Donatelli,East,DTP,Medium,11/4/2017,5.15,1,"12,452"
12/7/2008,Herbert Flentye,West,Wholesaler,Medium,11/5/2017,15.66,1,"3,591"
12/8/2008,Philip Brown,West,Wholesaler,High,11/6/2017,69.3,1,"20,674"
12/8/2008,Sean Wendt,East,DTP,Critical,11/7/2017,6.02,1,"27,396"
12/9/2008,Art Foster,Central,DTP,High,11/8/2017,2.83,1,"6,978"
12/9/2008,Phillip Breyer,West,DTP,Not Specified,11/9/2017,4,1,"6,948"
12/9/2008,Doug Jacobs,South,Custom Order,Medium,11/10/2017,19.99,1,"8,097"
12/9/2008,Edward Hooks,East,Wholesaler,Not Specified,11/11/2017,26,1,"2,976"
12/10/2008,Ionia McGrath,South,Wholesaler,Low,11/12/2017,64.59,1,"11,047"
12/10/2008,Ionia McGrath,South,Wholesaler,Low,11/13/2017,60,1,"11,047"
12/11/2008,Greg Tran,Central,DTP,Critical,11/14/2017,12.98,1,"52,194"
12/11/2008,Harold Engle,Central,DTP,High,11/15/2017,8.99,1,"34,438"
12/11/2008,Greg Tran,Central,Wholesaler,Critical,11/16/2017,78.64,1,"52,194"
12/11/2008,Maureen Fritzler,West,DTP,Medium,11/17/2017,1.49,1,"6,053"
12/12/2008,Ben Ferrer,West,DTP,Low,11/18/2017,7.44,1,"38,210"
12/12/2008,Brad Eason,Central,Custom Order,Not Specified,11/19/2017,4.81,1,"35,908"
12/12/2008,Sam Craven,South,Custom Order,High,11/20/2017,19.99,1,"59,777"
12/12/2008,Jason Gross,East,DTP,High,11/21/2017,2.87,1,"19,492"
12/12/2008,Maria Bertelson,East,DTP,Medium,11/22/2017,7.58,1,"10,242"
12/12/2008,Mark Cousins,East,DTP,Medium,11/23/2017,1.49,1,"30,149"
12/12/2008,Ed Jacobs,South,DTP,High,11/24/2017,3.5,1,"16,992"
12/12/2008,Saphhira Shifley,West,DTP,Not Specified,11/25/2017,4.61,1,"16,579"
12/12/2008,Shaun Chance,South,Wholesaler,Not Specified,11/26/2017,55.81,1,"45,668"
12/12/2008,Brad Eason,Central,DTP,Not Specified,11/27/2017,7.64,1,"35,908"
12/12/2008,Jason Gross,East,DTP,High,11/28/2017,19.99,1,"19,492"
12/12/2008,Mark Cousins,East,Wholesaler,Medium,11/29/2017,19.19,1,"30,149"
12/12/2008,Tanja Norvell,West,Wholesaler,Critical,11/30/2017,30,1,"47,844"
12/12/2008,Mark Cousins,East,DTP,Medium,12/1/2017,8.78,1,"30,149"
12/12/2008,Darren Budd,Central,DTP,Low,12/2/2017,8.79,1,"12,160"
12/12/2008,Darren Budd,Central,DTP,Low,12/3/2017,6.27,1,"12,160"
12/12/2008,Darren Budd,Central,Wholesaler,Low,12/4/2017,68.02,1,"12,160"
12/13/2008,Bradley Drucker,West,DTP,Medium,12/5/2017,7.23,1,"54,727"
12/13/2008,Sarah Bern,West,DTP,Not Specified,12/6/2017,1.99,1,"46,849"
12/13/2008,Alejandro Savely,West,Custom Order,Not Specified,12/7/2017,4,1,"13,125"
12/13/2008,Jennifer Braxton,Central,DTP,High,12/8/2017,2.5,1,"55,331"
12/13/2008,Julia West,East,Wholesaler,Critical,12/9/2017,60,1,"59,714"
12/14/2008,Bill Donatelli,East,Custom Order,Critical,12/10/2017,15.1,1,"15,808"
12/14/2008,Bill Donatelli,East,DTP,Critical,12/11/2017,1.61,1,"15,808"
12/14/2008,Bill Donatelli,East,DTP,Critical,12/12/2017,4.81,1,"15,808"
12/14/2008,Maria Bertelson,East,DTP,Not Specified,12/13/2017,3.37,1,"15,109"
12/14/2008,Shahid Shariari,West,Custom Order,Medium,12/14/2017,5.26,1,"36,805"
12/14/2008,Jennifer Braxton,Central,DTP,Low,12/15/2017,19.99,1,"2,339"
12/14/2008,Bill Donatelli,East,DTP,Critical,12/16/2017,4,1,"15,808"
12/14/2008,Maria Bertelson,East,DTP,Not Specified,12/17/2017,22.05,1,"15,109"
12/14/2008,Shahid Shariari,West,DTP,Medium,12/18/2017,5.02,1,"36,805"
12/14/2008,Maria Bertelson,East,DTP,Not Specified,12/19/2017,5.99,1,"15,109"
12/14/2008,Steve Nguyen,South,Wholesaler,Low,12/20/2017,30,1,"56,837"
12/15/2008,Emily Grady,West,DTP,High,12/21/2017,1.99,1,"23,746"
12/15/2008,Christy Brittain,South,DTP,Not Specified,12/22/2017,1.93,1,"59,815"
12/15/2008,Tim Brockman,South,DTP,High,12/23/2017,3.9,1,"42,151"
12/16/2008,Kalyca Meade,West,DTP,High,12/24/2017,2.99,1,"49,575"
12/16/2008,Brad Thomas,East,Custom Order,Medium,12/25/2017,2.5,1,"34,597"
12/17/2008,Corey Lock,East,DTP,Medium,12/26/2017,5.92,1,"57,891"
12/17/2008,Nathan Mautz,South,Wholesaler,Not Specified,12/27/2017,70.2,1,"21,702"
12/17/2008,Janet Lee,Central,DTP,Critical,12/28/2017,3.9,1,"32,996"
12/17/2008,Alice McCarthy,West,DTP,Not Specified,12/29/2017,9.03,1,"2,659"
12/17/2008,Janet Lee,Central,DTP,Critical,12/30/2017,5.03,1,"32,996"
12/17/2008,Helen Wasserman,South,DTP,Low,12/31/2017,2.58,1,70
12/17/2008,Helen Wasserman,South,DTP,Low,1/1/2018,5.99,1,70
12/18/2008,Darrin Sayre,East,DTP,Not Specified,1/2/2018,0.7,1,"16,995"
12/19/2008,Chris Cortes,South,Custom Order,Medium,1/3/2018,8.66,1,"39,842"
12/19/2008,Logan Haushalter,Central,DTP,High,1/4/2018,5,1,"54,437"
12/19/2008,Chris Cortes,South,Custom Order,Medium,1/5/2018,3.99,1,"39,842"
12/19/2008,Frank Merwin,West,DTP,High,1/6/2018,5.82,1,"37,218"
12/19/2008,Fred Hopkins,Central,DTP,Critical,1/7/2018,5,1,"36,741"
12/19/2008,Frank Merwin,West,DTP,High,1/8/2018,4.5,1,"37,218"
12/19/2008,Fred Hopkins,Central,DTP,Critical,1/9/2018,1.46,1,"36,741"
12/19/2008,Ashley Jarboe,West,DTP,Low,1/10/2018,5,1,"33,826"
12/20/2008,Liz Carlisle,Central,DTP,Medium,1/11/2018,4.99,1,"3,169"
12/20/2008,Phillip Flathmann,Central,DTP,Medium,1/12/2018,0.5,1,"18,627"
12/20/2008,Muhammed Lee,Central,Wholesaler,Not Specified,1/13/2018,32.41,1,"3,905"
12/20/2008,Jennifer Patt,South,Wholesaler,High,1/14/2018,35.84,1,"59,173"
12/20/2008,Helen Wasserman,South,Wholesaler,High,1/15/2018,42.52,1,"49,988"
12/20/2008,Helen Wasserman,South,DTP,High,1/16/2018,2.79,1,"49,988"
12/20/2008,Helen Wasserman,South,DTP,High,1/17/2018,35,1,"49,988"
12/21/2008,Julia Barnett,South,DTP,Low,1/18/2018,13.99,1,"12,612"
12/21/2008,Tamara Dahlen,East,DTP,Medium,1/19/2018,5.74,1,"42,465"
12/21/2008,Trudy Schmidt,West,DTP,Critical,1/20/2018,4,1,"8,515"
12/21/2008,Phillina Ober,East,DTP,Critical,1/21/2018,1.38,1,"40,519"
12/21/2008,Michael Nguyen,East,Wholesaler,Low,1/22/2018,26.53,1,"9,028"
12/21/2008,Julia Barnett,South,Custom Order,Low,1/23/2018,0.5,1,"12,612"
12/21/2008,Laurel Elliston,West,DTP,Low,1/24/2018,2.99,1,"45,924"
12/21/2008,Cynthia Arntzen,Central,DTP,Low,1/25/2018,8.99,1,"18,822"
12/22/2008,Luke Schmidt,South,Custom Order,Not Specified,1/26/2018,35,1,"39,043"
12/22/2008,Luke Schmidt,South,DTP,Not Specified,1/27/2018,0.5,1,"39,043"
12/22/2008,Corinna Mitchell,West,DTP,Not Specified,1/28/2018,4,1,"41,702"
12/22/2008,Evan Minnotte,Central,Custom Order,Not Specified,1/29/2018,6.5,1,"22,656"
12/22/2008,Delfina Latchford,East,DTP,Not Specified,1/30/2018,5.31,1,"42,695"
12/22/2008,Corinna Mitchell,West,DTP,Not Specified,1/31/2018,6.72,1,"41,702"
12/23/2008,Carl Ludwig,Central,Wholesaler,High,2/1/2018,49,1,"1,761"
12/24/2008,Nat Carroll,West,DTP,Not Specified,2/2/2018,19.99,1,"54,850"
12/24/2008,Nat Carroll,West,DTP,Not Specified,2/3/2018,8.08,1,"54,850"
12/24/2008,Julia Dunbar,West,Wholesaler,Critical,2/4/2018,80.2,1,"5,538"
12/24/2008,Cari Schnelling,East,DTP,High,2/5/2018,24.49,1,"51,169"
12/24/2008,Bill Eplett,South,DTP,Not Specified,2/6/2018,8.99,1,"42,112"
12/24/2008,Julia Dunbar,West,DTP,Critical,2/7/2018,6.27,1,"5,538"
12/24/2008,Nancy Lomonaco,West,DTP,High,2/8/2018,4.08,1,"16,613"
12/24/2008,Julia Dunbar,West,DTP,Critical,2/9/2018,5.63,1,"5,538"
12/25/2008,Khloe Miller,East,DTP,Critical,2/10/2018,56.2,1,"5,346"
12/25/2008,Nora Price,East,DTP,Medium,2/11/2018,12.98,1,"41,605"
12/25/2008,Paul Knutson,Central,Wholesaler,Critical,2/12/2018,49,1,"38,976"
12/25/2008,Paul Knutson,Central,DTP,Critical,2/13/2018,8.68,1,"38,976"
12/25/2008,Khloe Miller,East,Wholesaler,Critical,2/14/2018,105.73,1,"5,346"
12/26/2008,Joel Eaton,East,Custom Order,Medium,2/15/2018,13.18,1,"12,420"
12/26/2008,Claire Good,South,Custom Order,Medium,2/16/2018,0.85,1,"30,757"
12/26/2008,Joel Eaton,East,DTP,Medium,2/17/2018,0.8,1,"12,420"
12/26/2008,Ionia McGrath,South,DTP,High,2/18/2018,6.72,1,"5,957"
12/26/2008,Claire Good,South,DTP,Medium,2/19/2018,7.95,1,"30,757"
12/26/2008,Saphhira Shifley,West,DTP,High,2/20/2018,5.92,1,"56,103"
12/26/2008,Ionia McGrath,South,Wholesaler,High,2/21/2018,66.27,1,"5,957"
12/26/2008,Ionia McGrath,South,DTP,High,2/22/2018,4.81,1,"5,957"
12/26/2008,Maris LaWare,West,DTP,Low,2/23/2018,8.99,1,"23,329"
12/26/2008,Tom Stivers,South,Custom Order,Low,2/24/2018,8.08,1,"19,841"
12/26/2008,Maribeth Dona,Central,DTP,Low,2/25/2018,1.99,1,"45,408"
12/26/2008,Maris LaWare,West,DTP,Low,2/26/2018,5.03,1,"23,329"
12/26/2008,Tom Stivers,South,DTP,Low,2/27/2018,5.81,1,"19,841"
12/26/2008,Tom Stivers,South,DTP,Low,2/28/2018,4.2,1,"19,841"
12/27/2008,Brad Thomas,East,DTP,Medium,3/1/2018,13.89,1,195
12/27/2008,David Smith,South,DTP,Critical,3/2/2018,0.71,1,"32,131"
12/28/2008,Peter Fuller,South,DTP,Critical,3/3/2018,12.98,1,229
12/28/2008,Liz Willingham,South,Wholesaler,Critical,3/4/2018,53.03,1,258
12/28/2008,Stewart Carmichael,Central,DTP,Medium,3/5/2018,1.2,1,"21,024"
12/28/2008,Matt Abelman,East,DTP,Critical,3/6/2018,4.98,1,229
12/28/2008,Liz Willingham,South,DTP,Critical,3/7/2018,14.01,1,258
12/28/2008,Ralph Arnett,West,DTP,High,3/8/2018,7.07,1,"55,363"
12/28/2008,Logan Haushalter,Central,DTP,Low,3/9/2018,2.5,1,"7,301"
12/29/2008,Randy Bradley,South,Custom Order,High,3/10/2018,4.51,1,"23,399"
12/29/2008,Susan MacKendrick,Central,DTP,Medium,3/11/2018,9.68,1,"59,684"
12/29/2008,Theone Pippenger,East,DTP,Medium,3/12/2018,8.68,1,"47,267"
12/29/2008,Theone Pippenger,East,Wholesaler,Medium,3/13/2018,89.3,1,"47,267"
12/29/2008,Susan MacKendrick,Central,Wholesaler,Medium,3/14/2018,55.24,1,"59,684"
12/29/2008,Susan MacKendrick,Central,Custom Order,Medium,3/15/2018,2.38,1,"59,684"
12/29/2008,Susan MacKendrick,Central,DTP,Medium,3/16/2018,2.26,1,"59,684"
12/29/2008,Art Ferguson,East,DTP,Critical,3/17/2018,5.25,1,"1,699"
12/30/2008,Anne Pryor,Central,DTP,Medium,3/18/2018,1.39,1,"27,011"
12/30/2008,Carlos Soltero,Central,DTP,Medium,3/19/2018,7.18,1,"36,293"
12/30/2008,Charles Crestani,South,DTP,Not Specified,3/20/2018,4.86,1,"19,556"
12/30/2008,Lisa DeCherney,West,DTP,Not Specified,3/21/2018,1.99,1,"25,735"
12/30/2008,Carlos Soltero,Central,Custom Order,Medium,3/22/2018,7.49,1,"36,293"
12/30/2008,Charles Crestani,South,Wholesaler,Not Specified,3/23/2018,30,1,"19,556"
12/30/2008,Charles Crestani,South,DTP,Not Specified,3/24/2018,4.23,1,"19,556"
12/30/2008,Dean Percer,South,DTP,Low,3/25/2018,1,1,353
12/31/2008,Grant Thornton,East,DTP,Not Specified,3/26/2018,14.39,1,"18,530"
12/31/2008,Brooke Gillingham,South,DTP,Medium,3/27/2018,5.01,1,"28,262"
12/31/2008,Grant Thornton,East,DTP,Not Specified,3/28/2018,5.99,1,"18,530"
12/31/2008,Doug Bickford,South,DTP,Medium,3/29/2018,19.99,1,"43,392"
1/1/2009,Gary Hwang,Central,DTP,High,3/30/2018,6.72,1,"17,058"
1/1/2009,Don Miller,East,DTP,Not Specified,3/31/2018,4.38,1,"2,277"
1/1/2009,Don Miller,East,DTP,Not Specified,4/1/2018,19.99,1,"2,277"
1/1/2009,Steven Ward,Central,Custom Order,Medium,4/2/2018,19.99,1,"52,640"
1/1/2009,Linda Southworth,Central,Custom Order,Low,4/3/2018,2.04,1,"16,262"
1/2/2009,Sonia Sunley,Central,DTP,Critical,4/4/2018,1.99,1,"10,144"
1/2/2009,Sonia Sunley,Central,Wholesaler,Critical,4/5/2018,112.28,1,"10,144"
1/2/2009,Steven Ward,Central,Wholesaler,High,4/6/2018,15.68,1,"24,033"
1/2/2009,Karl Brown,West,DTP,Low,4/7/2018,1,1,"10,436"
1/3/2009,Jas O'Carroll,East,DTP,Medium,4/8/2018,5.08,1,"4,006"
1/3/2009,Valerie Mitchum,West,DTP,Medium,4/9/2018,2.5,1,"25,188"
1/3/2009,Christopher Conant,Central,DTP,Low,4/10/2018,68.99,1,"9,221"
1/4/2009,Greg Matthias,West,Custom Order,Critical,4/11/2018,3.3,1,"44,198"
1/4/2009,David Philippe,East,DTP,High,4/12/2018,5.33,1,"58,054"
1/4/2009,Kean Nguyen,South,DTP,Critical,4/13/2018,9.4,1,802
1/4/2009,Michelle Moray,South,DTP,Low,4/14/2018,3.14,1,"33,473"
1/4/2009,Dorris Love,South,DTP,Not Specified,4/15/2018,7.18,1,"52,486"
1/4/2009,Ralph Arnett,West,DTP,Medium,4/16/2018,0.91,1,"54,528"
1/4/2009,Kean Nguyen,South,DTP,Critical,4/17/2018,5.63,1,802
1/4/2009,Ralph Arnett,West,DTP,Medium,4/18/2018,11.88,1,"54,528"
1/4/2009,Max Ludwig,South,DTP,Low,4/19/2018,3.5,1,"6,560"
1/4/2009,Max Ludwig,South,Wholesaler,Low,4/20/2018,35.67,1,"6,560"
1/5/2009,Anthony Jacobs,West,Wholesaler,Critical,4/21/2018,55.81,1,"25,028"
1/5/2009,Anthony Jacobs,West,Custom Order,Critical,4/22/2018,5.08,1,"25,028"
1/6/2009,Ralph Arnett,West,Custom Order,Medium,4/23/2018,11.15,1,"8,195"
1/6/2009,Barry Gonzalez,Central,DTP,High,4/24/2018,5.19,1,"29,958"
1/6/2009,Ralph Arnett,West,DTP,Medium,4/25/2018,3.97,1,"8,195"
1/6/2009,Ralph Arnett,West,DTP,Medium,4/26/2018,3.63,1,"8,195"
1/6/2009,Barry Gonzalez,Central,Wholesaler,High,4/27/2018,26,1,"29,958"
1/6/2009,Mike Caudle,West,Wholesaler,High,4/28/2018,85.63,1,"35,845"
1/6/2009,Christine Sundaresam,West,DTP,Low,4/29/2018,5.22,1,"43,808"
1/7/2009,Mick Crebagga,Central,DTP,Medium,4/30/2018,2.87,1,"3,488"
1/7/2009,Vicky Freymann,West,DTP,Critical,5/1/2018,1.25,1,"50,945"
1/7/2009,Mick Crebagga,Central,Wholesaler,Medium,5/2/2018,70.2,1,"3,488"
1/8/2009,Ryan Akin,South,Custom Order,Medium,5/3/2018,2.5,1,"46,402"
1/8/2009,Sylvia Foulston,East,DTP,Medium,5/4/2018,13.66,1,"58,340"
1/8/2009,Ryan Akin,South,DTP,Medium,5/5/2018,13.99,1,"46,402"
1/8/2009,Ryan Akin,South,DTP,Medium,5/6/2018,8.55,1,"46,402"
1/8/2009,Peter Buhler,Central,DTP,Low,5/7/2018,4.93,1,"7,840"
1/8/2009,Jack O'Briant,East,DTP,Low,5/8/2018,5.26,1,"52,672"
1/9/2009,Maribeth Yedwab,South,DTP,High,5/9/2018,6.77,1,"19,654"
1/9/2009,Patrick Gardner,South,Custom Order,Medium,5/10/2018,19.99,1,"23,556"
1/9/2009,Grant Thornton,East,DTP,Medium,5/11/2018,5.25,1,"43,814"
1/9/2009,Darren Powers,West,DTP,Critical,5/12/2018,6.41,1,"14,693"
1/9/2009,Shahid Shariari,West,DTP,Medium,5/13/2018,5.81,1,"1,445"
1/9/2009,Darren Powers,West,Wholesaler,Critical,5/14/2018,45,1,"14,693"
1/9/2009,Frank Gastineau,West,Wholesaler,Low,5/15/2018,70.2,1,"40,225"
1/9/2009,Shahid Shariari,West,DTP,Medium,5/16/2018,19.99,1,"1,445"
1/9/2009,Frank Gastineau,West,DTP,Low,5/17/2018,5.08,1,"40,225"
1/10/2009,Beth Thompson,East,DTP,Not Specified,5/18/2018,1.2,1,"35,266"
1/10/2009,Neil Knudson,West,DTP,Critical,5/19/2018,0.5,1,"32,901"
1/10/2009,Sandra Glassco,West,DTP,High,5/20/2018,5.49,1,"20,805"
1/10/2009,Mitch Webber,Central,DTP,Critical,5/21/2018,5.81,1,"41,254"
1/10/2009,Jeremy Pistek,South,DTP,High,5/22/2018,0.99,1,"40,420"
1/10/2009,Jeremy Pistek,South,DTP,High,5/23/2018,1.49,1,"40,420"
1/10/2009,Christine Phan,South,DTP,Low,5/24/2018,1.39,1,"42,081"
1/10/2009,Tony Chapman,West,DTP,Critical,5/25/2018,24.49,1,"41,895"
1/10/2009,Sandra Glassco,West,DTP,High,5/26/2018,5.16,1,"20,805"
1/10/2009,Beth Thompson,East,Wholesaler,Not Specified,5/27/2018,69.64,1,"35,266"
1/10/2009,Sandra Glassco,West,DTP,High,5/28/2018,6.98,1,"20,805"
1/10/2009,Christine Phan,South,DTP,Low,5/29/2018,5.74,1,"42,081"
1/10/2009,Christine Phan,South,DTP,Low,5/30/2018,8.8,1,"42,081"
1/11/2009,Anthony Garverick,South,DTP,Critical,5/31/2018,4,1,"4,134"
1/11/2009,Joni Blumstein,East,DTP,High,6/1/2018,19.99,1,"21,670"
1/11/2009,Vivek Grady,West,DTP,Critical,6/2/2018,19.99,1,"46,468"
1/11/2009,Vivek Grady,West,Custom Order,Critical,6/3/2018,1.99,1,"46,468"
1/11/2009,Greg Guthrie,Central,DTP,Low,6/4/2018,1.49,1,"12,773"
1/11/2009,Vivek Grady,West,DTP,Critical,6/5/2018,5.4,1,"46,468"
1/11/2009,Anthony Garverick,South,Wholesaler,Critical,6/6/2018,54.74,1,"4,134"
1/11/2009,Greg Guthrie,Central,DTP,Low,6/7/2018,11.83,1,"12,773"
1/11/2009,Greg Guthrie,Central,DTP,Low,6/8/2018,6.6,1,"12,773"
1/13/2009,Cynthia Voltz,South,Custom Order,High,6/9/2018,10.12,1,"55,815"
1/13/2009,Sally Matthias,East,DTP,High,6/10/2018,1.99,1,"29,409"
1/13/2009,Rick Wilson,West,DTP,Low,6/11/2018,5,1,"18,370"
1/14/2009,Charles Sheldon,East,Wholesaler,High,6/12/2018,60.2,1,"21,379"
1/15/2009,Mick Crebagga,Central,Custom Order,Critical,6/13/2018,6.05,1,"46,147"
1/15/2009,Mick Crebagga,Central,DTP,Critical,6/14/2018,12.98,1,"46,147"
1/15/2009,Mick Crebagga,Central,Wholesaler,Critical,6/15/2018,64.59,1,"46,147"
1/15/2009,Brian Thompson,South,DTP,Critical,6/16/2018,1.39,1,"49,189"
1/16/2009,Ann Blume,South,DTP,Critical,6/17/2018,0.5,1,"25,669"
1/16/2009,Filia McAdams,West,DTP,Medium,6/18/2018,5.2,1,"19,365"
1/17/2009,Monica Federle,East,DTP,Critical,6/19/2018,0.5,1,"46,980"
1/17/2009,Chris McAfee,West,DTP,Medium,6/20/2018,1.6,1,"35,780"
1/17/2009,Guy Phonely,West,DTP,Medium,6/21/2018,7.37,1,"11,111"
1/17/2009,Guy Phonely,West,DTP,Medium,6/22/2018,34.2,1,"11,111"
1/18/2009,Troy Blackwell,Central,Wholesaler,Critical,6/23/2018,64.73,1,"15,719"
1/18/2009,Pauline Chand,East,DTP,High,6/24/2018,2.99,1,"28,642"
1/18/2009,Pauline Chand,East,DTP,High,6/25/2018,19.99,1,"28,642"
1/19/2009,Ashley Jarboe,West,DTP,Not Specified,6/26/2018,1.6,1,"36,931"
1/19/2009,Roy French,East,Custom Order,High,6/27/2018,0.99,1,"16,096"
1/19/2009,Dorris Love,South,DTP,Not Specified,6/28/2018,5.68,1,"10,722"
1/19/2009,Tanja Norvell,West,DTP,High,6/29/2018,0.99,1,"49,987"
1/19/2009,Tanja Norvell,West,Wholesaler,High,6/30/2018,110.92,1,"49,987"
